Provincia.string()	Municipio.string()	Dirección.string()	Margen.string()	Toma de datos.string()	Precio.double()	Rótulo.string()	Tipo venta.string()	Rem.string()	Horario.string()
LLEIDA	CUBELLS                  	CTRA.LLEIDA-PUIGUERD	D	20/12/2016 00:00	1.129	DPC OIL 33 S.L.	P	dm	L-D: 24H
BARCELONA	SALLENT                  	PLAZA LACETANIA, 44	D	19/12/2016 12:58	1.129	SALLENT DE SERVEIS, S.L.	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALGEMESI                 	CALLE COPAL, 	N	20/12/2016 16:30	1.129	COPAL LOGISTICA	P	dm	L-S: 06:00-22:00; D: 07:00-21:00
ALICANTE	ELCHE/ELX                	CALLE JACARRILLA, ( C.C. L' ALJUB - EROSKI), S/N	N	21/12/2016 08:10	1.129	EROSKI	P	dm	L-D: 24H
LLEIDA	BALAGUER                 	POL.IND.CAMPLLONG,19	N	19/12/2016 11:00	1.129	BONAREA	P	dm	L-D: 24H
LLEIDA	PONTS                    	POL. IND., C/PONENT, S/N	N	19/12/2016 11:00	1.129	BONAREA	P	dm	L-D: 24H
BARCELONA	CERDANYOLA DEL VALLES    	CALLE BOSC TANCAT, S/N	N	20/12/2016 15:57	1.129	SABATER NURI CARBURANTS SA	P	dm	L-D: 24H
BARCELONA	CERDANYOLA DEL VALLES    	CALLE SANTA ANNA, 133	N	20/12/2016 15:56	1.129	SABATER NURI CARBURANTS SA	P	dm	L-D: 24H
BARCELONA	SANT ADRIA DE BESOS      	C/TORRASSA, 87-95	N	21/12/2016 15:00	1.129	GALP 	P	OM	L-D: 24H
BARCELONA	SANT VICENÇ DELS HORTS   	CALLE BARCELONA, 298	N	21/12/2016 13:37	1.129	MKT OIL S.L.	P	dm	L: 06:00-22:00
LLEIDA	SEROS                    	CR L-7042, 12	D	20/12/2016 00:00	1.129	E.S. SEROS	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	PATERNA                  	CARRETERA PATERNA - LA CAÑADA KM. 2,2	D	19/12/2016 12:16	1.129	BDMED	P	dm	L-D: 07:00-22:00
VALENCIA / VALÈNCIA	POBLA DE VALLBONA (LA)   	CARRETERA CRTA ELIANA-BENAGUACILL KM6 KM. 6	N	21/12/2016 12:09	1.129	LOW COST VALLBONA	P	dm	L-D: 06:00-22:00
MURCIA	SAN JAVIER               	CARRETERA CTRA.N-332 KM. 34	N	21/12/2016 08:10	1.129	EROSKI	P	dm	L-D: 08:00-22:30
MURCIA	SAN PEDRO DEL PINATAR    	AVENIDA DR ARTERO GUIRAO, 12	I	21/12/2016 00:00	1.129	CAMPSA EXPRESS	P	OM	L-D: 24H
VALLADOLID	LAGUNA DE DUERO          	AVENIDA DE MADRID, 1	N	19/12/2016 13:56	1.129	REPOSTAR--LAGUNA DE DUERO	P	dm	L-D: 06:30-22:55
SEGOVIA	SEGOVIA                  	POLIGONO POLÍGONO INDUSTRIAL EL CERRO, LUZ DE CASTILLA, S/N	N	21/12/2016 11:10	1.129	EROSKI	P	dm	L-S: 08:00-22:30; D: 09:00-22:00
SEVILLA	CARMONA                  	CARRETERA S-206 KM. 6,9	I	19/12/2016 21:04	1.129	FRAMA ESTACIONES	P	dm	L-D: 24H
TOLEDO	RECAS                    	CALLE DOCTOR CABAÑAS, 16	N	12/12/2016 13:05	1.129	PETRORECAS	R	dm	L-D: 24H
MURCIA	SAN JAVIER               	AUTOVIA SAN JAVIER-SUCINA KM. 35,9	D	19/12/2016 17:28	1.129	EL PORRAS	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	POBLA DE VALLBONA (LA)   	CALLE BRUSELAS, 13	N	21/12/2016 13:16	1.129	GASOLEOS LA ELIANA	P	dm	L-D: 24H
NAVARRA	TIEBAS                   	NA121;CTRA FRANCIA km 11,3	D	19/12/2016 11:59	1.129	E.S. TIEBAS	P	dm	L-D: 24H
NAVARRA	TIEBAS                   	NA121;CTRA FRANCIA km 11,3	I	19/12/2016 11:58	1.129	TIEBAS	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	POBLA DE VALLBONA (LA)   	CALLE AUGUSTO DANVILA, 181	N	21/12/2016 10:51	1.129	S2	P	dm	L-D: 24H
MÁLAGA	VILLANUEVA DEL TRABUCO   	CARRETERA A-7203 KM. 2,2	I	19/12/2016 13:28	1.129	OLIVARERA TRABUCO	R	dm	L-D: 07:00-00:00
CANTABRIA	CUDON                    	AVENIDA CANTABRIA, 1495	N	19/12/2016 10:58	1.129	EL CENTRO	P	dm	L-D: 08:00-22:00
VIZCAYA	ERLECHES	CARRETERA N-634 KM. 96,700	D	19/12/2016 12:58	1.129	EASYGAS	P	dm	L-D: 24H
ALICANTE	ELDA                     	POLIGONO CL ITALIA, ESQUINA CL IRLANDA PARC., 32	N	19/12/2016 12:16	1.129	BDMED ELDA	P	dm	L-D: 24H
TARRAGONA	ESPLUGA DE FRANCOLI (L') 	POLIGONO LES ERES, 7	D	19/12/2016 11:00	1.129	BONAREA	P	dm	L-D: 24H
TARRAGONA	MONTBLANC                	N-240 km 38,8	D	20/12/2016 11:50	1.129	PETRO7 - PETROLIS INDEPENDENTS	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	POBLA DE VALLBONA (LA)   	CRTA VALENCIA-ADEMUZ km 20,600	I	21/12/2016 13:17	1.129	GASOLEOS LA ELIANA	P	dm	L-D: 24H
HUESCA	HUESCA                   	CALLE DR. ARTERO, 31	D	21/12/2016 08:10	1.129	EROSKI	P	dm	L-D: 07:00-22:00
LLEIDA	GOLMES                   	POLIGONO COLOMER, C/ LLEIDA, 35	D	19/12/2016 11:00	1.129	BONAREA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	SILLA                    	AVENIDA L'AMET, 32	D	21/12/2016 12:28	1.129	CST	P	dm	L-D: 24H
LLEIDA	BELLPUIG                 	CARRETERA LV3344 KM. 1,5	I	19/12/2016 10:20	1.129	E.S.ARENES BELLPUIG	P	dm	L-D: 24H
MÁLAGA	RONDA                    	CALLE DON FRANCISCO CARRILLO DE MENDOZA Y MORALES, 1	D	20/12/2016 12:23	1.129	MEROIL	P	dm	L-D: 24H
TARRAGONA	MONTBLANC                	POLIGONO PLANS DE JORI, CTRA LLEIDA, 4	D	19/12/2016 11:00	1.129	BONAREA	P	dm	L-D: 24H
MADRID	ALCOBENDAS               	AVENIDA OLIMPICA, 9	N	19/12/2016 07:33	1.129	ALCAMPO	P	dm	L-D: 24H
ALICANTE	ORIHUELA	CARRETERA NACIONAL 332 KM. 53,5	I	16/12/2016 09:36	1.129	EASYGAS	P	dm	L-D: 24H
VALLADOLID	ISCAR                    	CARRETERA ISCAR-CUELLAR KM. 17,3	D	19/12/2016 12:45	1.129	REPOSTAR	P	dm	L-D: 24H
MÁLAGA	ESTEPONA                 	SECTOR ARROYO ENMEDIO E4, 4	D	21/12/2016 13:05	1.129	BALLENOIL	P	dm	L-D: 24H
LLEIDA	AGER                     	CARRETERA TREMP (DE) KM. 35,5	D	19/12/2016 22:40	1.129	SERVI AGER 	P	dm	L-D: 07:00-19:00
LLEIDA	LLEIDA                   	CARRETERA NACIONAL II L11 KM. 467,6	D	19/12/2016 10:55	1.129	GP	P	dm	L-D: 24H
VIZCAYA	ERLECHES	CARRETERA N 634 KM. 96,700	I	19/12/2016 15:22	1.129	AVIA	P	dm	L-V: 06:00-22:00; S-D: 08:00-22:00
MADRID	FUENLABRADA              	CALLE ANETO, 1	D	21/12/2016 13:05	1.129	BALLENOIL	P	dm	L-D: 24H
TARRAGONA	HOSPITALET DE L'INFANT   	POLIGONO LES TAPIES II, S/N	I	19/12/2016 11:00	1.129	BONAREA	P	dm	L-D: 24H
GIRONA	GIRONA                   	CARRETERA SANTA COLOMA KM. 38-42	D	21/12/2016 10:00	1.129	CAMPSA EXPRESS	P	OM	L-D: 24H
VALENCIA / VALÈNCIA	TORRENT                  	CALLE MAUROS, 20	D	14/12/2016 13:46	1.129	BENZINA	P	dm	L-D: 24H
SEVILLA	VISO DEL ALCOR (EL)      	AVENIDA DEL COMERCIO, 77	N	21/12/2016 13:05	1.129	BALLENOIL	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALZIRA                   	AVENIDA VICENTE VIDAL, S/N	D	19/12/2016 12:14	1.129	BDMED	P	dm	L-D: 24H
CASTELLÓN / CASTELLÓ	CASTELLON DE LA PLANA    	CALLE CUADRA LAIRON, 57	D	12/12/2016 12:53	1.129	FACE PETROLEUM	P	dm	L-D: 24H
JAÉN	NOALEJO                  	AVENIDA CONSTITUCION, S/N	D	19/12/2016 18:46	1.129	BLANCA	R	dm	L-D: 07:00-22:00
VALENCIA / VALÈNCIA	SAN ANTONIO DE BENAGEBER 	POLIGONO ISAAC PERAL, 2	D	20/12/2016 10:40	1.129	SAN ANTONIO OIL	P	dm	L-D: 24H
VALLADOLID	VALLADOLID               	CALLE SANTIAGO LOPEZ GONZALEZ, 17	D	19/12/2016 11:20	1.129	LA ESTRELLA DE QATAR	P	dm	L-D: 24H
ÁLAVA	VITORIA-GASTEIZ          	CALLE BREMEN, 6	D	21/12/2016 08:10	1.129	EROSKI	P	dm	L-D: 24H
MÁLAGA	RONDA                    	CALLE GENAL, 3	D	20/12/2016 11:54	1.129	AGLA RONDA	P	dm	L-D: 24H
BADAJOZ	CASTUERA                 	CARRETERA VILLANUEVA KM. 6	D	16/12/2016 11:22	1.129	FAST FUEL	P	dm	L-D: 24H
MÁLAGA	RONDA                    	CALLE GUADALHORCE, 4	I	21/12/2016 11:20	1.129	GEDS RONDA	P	dm	L-D: 24H
MADRID	FUENLABRADA              	AVENIDA DE LA CANTUEÑA, 8	D	19/12/2016 14:00	1.129	PETROPRIX	P	dm	L-D: 24H
ZAMORA	ZAMORA                   	AVENIDA CARDENAL CISNEROS, S/N	D	19/12/2016 11:30	1.129	STAR OIL ZAMORA	P	dm	L-D: 24H
BARCELONA	CASTELLDEFELS            	AVINGUDA CONSTITUCION, 11	D	18/12/2016 20:50	1.129	LOW COST CASTELLDEFELS	P	dm	L-D: 24H
MURCIA	SAN JAVIER               	AVENIDA PINATAR, 20	D	19/12/2016 11:30	1.129	RHR 	P	dm	L-D: 24H
SEVILLA	CARMONA                  	CALLE ALABARDERO P.I.EL PILERO, S/N	D	21/12/2016 14:57	1.129	BURBUJAS	P	dm	L-D: 24H
VALLADOLID	ALDEAMAYOR DE SAN MARTIN 	CALLE CALVARIO, 18	D	19/12/2016 12:47	1.129	MAXPETROL	P	dm	L-D: 24H
VALLADOLID	ZARATAN                  	AVENIDA GIJÓN, 37	D	19/12/2016 13:29	1.129	GASEXPRESS	P	dm	L-D: 24H
VIZCAYA	MUNGIA                   	CALLE ARITZ BIDEA, S/N	N	19/12/2016 10:29	1.129	SIMPLY	P	dm	L-D: 24H
VALLADOLID	VALLADOLID               	AVENIDA BURGOS, 82	I	19/12/2016 13:30	1.129	GASEXPRESS	P	dm	L-D: 24H
HUELVA	BOLLULLOS PAR DEL CONDADO	CALLE VITICULTORES, 3	N	21/12/2016 13:05	1.129	BALLENOIL	P	dm	L-D: 24H
VALLADOLID	VALLADOLID               	CALLE ARCA7, S/N	D	19/12/2016 13:31	1.129	GASEXPRESS 	P	dm	L-D: 24H
MADRID	PARLA                    	AVENIDA CERRO DEL RUBAL, 12	D	19/12/2016 17:42	1.129	SERVIFACIL	P	dm	L-D: 24H
VALLADOLID	VALLADOLID               	AVENIDA ZAMORA, 51	D	19/12/2016 13:32	1.129	GASEXPRESS	P	dm	L-D: 24H
ALICANTE	SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG	POLIGONO CANASTELL-CALLE TORNO, 11	N	20/12/2016 12:41	1.129	GASOLEO EXPRES	P	dm	L-V: 06:30-22:00; S: 08:00-15:00
VALLADOLID	MOJADOS                  	CALLE MIGUEL PELILLO, 30	D	19/12/2016 12:49	1.129	MAXPETROL 	P	dm	L-D: 24H
MADRID	MOSTOLES                 	CALLE SIMON HERNANDEZ, 75	D	20/12/2016 00:00	1.129	GHC MOSTOLES	P	dm	L-D: 24H
ALICANTE	ALICANTE/ALACANT         	AVENIDA ELCHE, 150	I	19/12/2016 14:00	1.129	PETROPRIX	P	dm	L-D: 24H
ALICANTE	ALICANTE/ALACANT         	AVENIDA NOVELDA, 216	D	19/12/2016 14:00	1.129	PETROPRIX	P	dm	L-D: 24H
ALICANTE	ELCHE/ELX                	RONDA VALL D'UIXO, 52	D	19/12/2016 14:00	1.129	PETROPRIX	P	dm	L-D: 24H
NAVARRA	PAMPLONA/IRUÑA           	POLIGONO LANDABEN, CALLE F, 2	D	20/12/2016 09:38	1.129	REPOSTA PAMPLONA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	SILLA                    	AVENIDA ALICANTE, 26	D	19/12/2016 16:39	1.129	COOP SILLA	P	dm	L-D: 24H
MURCIA	COBATILLAS               	AVENIDA DE LOS NARCISOS, 6	D	19/12/2016 17:44	1.129	GASEXPRESS	P	dm	L-D: 24H
MURCIA	COBATILLAS               	AVENIDA ALICANTE, S/N	N	19/12/2016 14:00	1.129	PETROPRIX	P	dm	L-D: 24H
ALICANTE	ELCHE/ELX                	CALLE PANAMA, 5	D	20/12/2016 20:35	1.129	E.S. PLUSOIL	P	dm	L-D: 24H
LLEIDA	LLEIDA                   	POLIGONO INDUSTRIAL EL SEGRE,PARCELA 202	D	19/12/2016 11:00	1.130	BONAREA	P	dm	L-D: 24H
MURCIA	MOLINA DE SEGURA         	POL.IND. LA SERRETA (FRENTE ALMACENES CORTE INGLÉS (N-301 km 379)	I	13/12/2016 18:42	1.130	GAS SERRETA	P	dm	L-D: 07:00-23:00
ZARAGOZA	QUINTO                   	CARRETERA CASTELLON KM. 197	I	21/12/2016 00:00	1.130	SOCIEDAD COOPERATIVA AGRARIA SANTA ANA	R	dm	L-D: 24H
SEVILLA	ECIJA                    	CARRETERA ECIJA-FTE. PALMERA KM. 1,5	I	19/12/2016 13:27	1.130	SIN ROTULO	R	dm	L-D: 07:00-22:00
VALENCIA / VALÈNCIA	PATERNA                  	CARRETERA VALENCIA-ADEMUZ KM. 9700	D	16/12/2016 15:23	1.130	MIGUEL PI	P	dm	L-D: 24H
BADAJOZ	BADAJOZ                  	POLIGONO INDUSTRIAL EL NEVERO, 17	D	20/12/2016 13:04	1.130	AREA SAN MARTIN	P	dm	L-D: 24H
GUIPÚZCOA	AZPEITIA                 	POLIGONO BASARTE, 6	D	19/12/2016 09:33	1.130	URKIDE	P	dm	L-D: 24H
TARRAGONA	TARRAGONA	POL. INDUSTRIAL RIU-CLAR, C/ SOFRE Nº 3	N	20/12/2016 14:00	1.130	BIONET	P	dm	L-D: 24H
MURCIA	MOLINA DE SEGURA         	CARRETERA N-344 KM. 380,90	I	13/12/2016 18:43	1.130	EESS TORREMONTIJO	P	dm	L-D: 06:00-00:00
NAVARRA	PAMPLONA/IRUÑA           	POL.AGUSTINOS CALLE A PARCELA 3B	D	20/12/2016 09:54	1.130	EUROCAM	P	dm	L-D: 24H
TARRAGONA	MORA D'EBRE              	POLIGONO CAMINS NOUS, 1	N	19/12/2016 11:00	1.130	BONAREA	P	dm	L-D: 24H
ALMERÍA	VIATOR                   	PARAJE PISAICA DE LA VIRGEN S/N	N	20/12/2016 09:19	1.130	S.A.T. PISAICA DE LA VIRGEN	P	dm	L-D: 06:00-22:00
TARRAGONA	FLIX                     	CARRETERA C-12 ENCREUAMENT C-233 KM. 1	I	19/12/2016 11:00	1.130	BONAREA	P	dm	L-D: 24H
LLEIDA	TORREFARRERA             	CALLE C/MARINADA, S/N	D	19/12/2016 11:00	1.130	BONAREA	P	dm	L-D: 24H
TARRAGONA	REUS                     	CALLE PARE MANYANET, S/N	D	20/12/2016 10:06	1.130	SIMPLY	P	dm	L-S: 09:30-21:30; D: 09:00-21:00
NAVARRA	ESTELLA O LIZARRA        	CALLE CARLOS VII, 28	N	19/12/2016 09:48	1.130	SIMPLY	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	CHIVA                    	PLAZA ANICETO BLASCO, S/N	D	20/12/2016 16:30	1.130	LA UNION CHIVANA	P	dm	L-D: 24H
BURGOS	SOTRESGUDO               	CARRETERA A BARRIO DE SAN FELICES  EN  SOTRESGUDO KM. 1	D	21/12/2016 11:43	1.130	ODARPI	P	dm	L-D: 24H
BURGOS	BURGOS	CALLE CONDADO DE TREVIÑO, 2	D	21/12/2016 11:42	1.130	ODARPI 	P	dm	L-V: 08:00-19:00
JAÉN	VILLARES (LOS)           	CARRETERA ANTIGUA DE MARTOS KM. 1,5	D	21/12/2016 09:57	1.130	SCA SIERRA DE LA PANDERA	R	dm	L-S: 08:00-19:30
LLEIDA	PALAU DE NOGUERA         	CRTA. C-13,  (C.C. BON AREA) km 84,25	D	19/12/2016 11:00	1.131	BONAREA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALDAIA                   	ALCAMPO  HIPERMERCADO  (C.C. BONAIRE) CTRA.  N-III KM. 345	N	21/12/2016 15:40	1.131	ALCAMPO, S.A.	P	dm	L-S: 07:15-23:00; D: 08:00-22:00
GRANADA	ZAGRA                    	ZAGRA- ALGARINEJO km 1	I	19/12/2016 12:18	1.131	SAN LORENZO SCA	R	dm	L-D: 08:00-22:00
LLEIDA	ALCARRAS                 	CTRA L-800 km 1.85	D	19/12/2016 11:00	1.131	BONAREA	P	dm	L-D: 24H
LLEIDA	VILAMITJANA              	CARRETERA ARTESA DE SEGRE A TREMP KM. 51	I	19/12/2016 11:00	1.131	BONAREA	P	dm	L-D: 24H
TARRAGONA	AMPOSTA                  	AVENIDA DE LA RAPITA, 226	N	19/12/2016 11:00	1.131	BONAREA	P	dm	L-D: 24H
GRANADA	GRANADA                  	C.C. ALCAMPO. CRTA. JAÉN km 88	N	21/12/2016 10:58	1.132	ALCAMPO	P	dm	L-S: 08:00-23:00; D: 10:00-23:00
TOLEDO	CUERVA                   	CARRETERA GALVEZ A CUERVA KM. 5	N	19/12/2016 10:50	1.132	PETROLEOS PEÑAFLOR	R	dm	L-D: 24H
MÁLAGA	ARCHIDONA                	MA-207 km 1	I	19/12/2016 13:19	1.132	LA PURISIMA	R	dm	L-D: 24H
LLEIDA	SORT                     	POLIGONO ELS SALANCONS, 1	D	19/12/2016 11:00	1.133	BONAREA	P	dm	L-D: 24H
JAÉN	BEGIJAR                  	CALLE PEDRO PEREZ, 65	I	19/12/2016 10:37	1.133	GASOLIVA	R	dm	L-D: 24H
ALBACETE	CENIZATE                 	CALLE VIRGEN DE LAS NIEVES, 17	D	19/12/2016 09:23	1.133	VIRGEN DE LAS NIEVES	R	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALDAIA                   	CALLE RIU XUQUER, 58	N	14/12/2016 23:26	1.133	BIOENER	P	dm	L-D: 24H
LLEIDA	IVARS D'URGELL           	PLAZA BISBE COLL, 9	N	13/12/2016 23:59	1.134	COOP. IVARS	P	dm	L-D: 24H
LLEIDA	TORRES DE SEGRE          	CALLE ESTATUT DE SAU, 0	D	16/12/2016 14:05	1.134	COOP VERGE DE CARRASSUMADA	P	dm	L-D: 24H
BURGOS	BRIVIESCA                	CALLE BURGOS, 11	D	19/12/2016 12:58	1.134	NORPETROL	P	dm	L-D: 24H
SALAMANCA	SANTA MARTA DE TORMES    	CARRETERA C-510 KM. 1,3	N	21/12/2016 15:00	1.134	SHELL	P	OM	L-D: 06:00-00:00
VALENCIA / VALÈNCIA	FOIOS                    	AVENIDA DEL CID, 10	N	19/12/2016 12:46	1.135	PEMAX	P	dm	L-V: 06:00-22:00
HUESCA	SARIÑENA                 	CARRETERA CARRETERA A 129 KM. 66,5	I	19/12/2016 11:39	1.135	COMBUSTIBLES  MONEGROS, S.L.	P	dm	L-D: 24H
BURGOS	BRIVIESCA                	CTRA.CORNUDILLA, KM.3,2	D	20/12/2016 17:55	1.135	SUMINISTROS AGROBUREBA, SL	P	dm	L-D: 24H
BURGOS	TRESPADERNE              	CTRA. N-629 OÑA-SANTOÑA, KM. 7,7	D	19/12/2016 16:09	1.135	E.S. BASURTO, S.L.	P	dm	L-D: 07:00-22:00
VALENCIA / VALÈNCIA	CARCAIXENT               	CALLE EMILIO DONAT, S/N	N	20/12/2016 16:30	1.135	 AGRICAR	P	dm	L-D: 24H
BADAJOZ	ALMENDRALEJO             	CARRETERA GIJON-SEVILLA KM. 651,8	I	19/12/2016 23:52	1.135	GASO 10	P	dm	L-S: 06:30-22:30; D: 08:00-20:00
VALENCIA / VALÈNCIA	MUSEROS                  	CALLE FRANCESC DE VINATEA, 14	N	19/12/2016 12:54	1.135	SIMPLY	P	dm	L-D: 24H
MADRID	MOSTOLES                 	CALLE SIMON HERNANDEZ (DE), 73	N	21/12/2016 13:58	1.135	LAVAPLUS	P	dm	L-D: 24H
ALMERÍA	SAN AGUSTIN              	CALLE AGUA, 60	D	19/12/2016 10:59	1.135	COHORSAN SCA	P	dm	L-S: 07:00-22:00
VALENCIA / VALÈNCIA	RAFELBUÑOL               	CAMINO CEBOLLA, 58	D	19/12/2016 08:14	1.135	YENO	P	dm	L-D: 24H
CORUÑA (A)	CADAVAL                  	AVENIDA MAR, 105	D	19/12/2016 14:00	1.135	PETROPRIX	P	dm	L-D: 24H
CASTELLÓN / CASTELLÓ	VILLARREAL               	CARRETERA N-340 VALENCIA-BARCELONA KM. 60,7	I	19/12/2016 11:00	1.136	BONAREA	P	dm	L-D: 24H
CÓRDOBA	ALBENDIN                 	AVENIDA SANTA ANA (ALBENDIN), S/N	D	19/12/2016 10:41	1.136	SCA DE LABRADORES Y GANADEROS	R	dm	L-D: 07:00-21:00
ALICANTE	ELCHE/ELX                	CALLE PETRER, 7	N	19/12/2016 12:31	1.136	GASOLINERA D'ELX	P	dm	L-D: 06:00-23:00
CASTELLÓN / CASTELLÓ	VILLARREAL               	AVENIDA CASTELLÓN, 54	D	21/12/2016 15:23	1.136	GASEXPRESS	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALBAL                    	CALLE UE3-SECTOR2.A3, 1	D	21/12/2016 13:05	1.137	BALLENOIL	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALZIRA                   	CALLE PROYECTO, 14	D	21/12/2016 13:05	1.137	BALLENOIL	P	dm	L-D: 24H
MADRID	RIVAS-VACIAMADRID        	CALLE FUNDICION, 19	I	21/12/2016 13:05	1.137	BALLENOIL	P	dm	L-D: 24H
CÁDIZ	ARCOS DE LA FRONTERA     	CALLE CRUZ DE LAS CARRERAS P9-10-11, 9	N	21/12/2016 13:05	1.137	BALLENOIL	P	dm	L-D: 24H
TARRAGONA	SANTA COLOMA DE QUERALT  	CARRETERA IGUALADA KM. S/N	N	19/12/2016 23:55	1.138	COPERAL	A	dm	L-D: 24H
VALENCIA / VALÈNCIA	CANET D'EN BERENGUER     	AV JAIME I 6	N	19/12/2016 12:15	1.138	BDMED	P	dm	L-D: 07:00-22:00
SALAMANCA	VILLARMAYOR              	CARRETERA CL-517 KM. 22,500	I	19/12/2016 15:14	1.138	EUMOGAS, SL	P	dm	L-D: 24H
BURGOS	CILLERUELO DE BEZANA     	CTRA.N-623,BURGOS-SANTANDER km 83	I	20/12/2016 15:22	1.138	AVIA	P	dm	L-V: 07:30-21:00; S-D: 08:00-21:00
BURGOS	VALLEJO                  	CARRETERA BU526 KM. 22	N	20/12/2016 15:34	1.138	AVIA	P	dm	L-D: 08:30-21:00
CASTELLÓN / CASTELLÓ	VALL D'UIXO (LA)         	CALLE CIUTAT DE LALGUER, 15	D	19/12/2016 17:12	1.138	COOP. ISIDRO LA VALL	P	dm	L-D: 06:00-21:00
BARCELONA	IGUALADA                 	CALLE ALEMANYA, 3	D	19/12/2016 20:25	1.138	FER PREU JUST	P	dm	L-D: 24H
BARCELONA	GRANOLLERS               	CALLE MATARO, 40	D	12/12/2016 19:18	1.138	LOW COST	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	CATARROJA                	CALLE CAMI DEL PORT, 201	D	12/12/2016 19:27	1.138	ANEU OIL	P	dm	L-D: 24H
CÁCERES	VALDASTILLAS             	CARRETERA NACIONAL 110 KM. 381,000	I	19/12/2016 14:00	1.138	AGRUPACION COOP. VALLE DEL JERTE	P	dm	L-D: 24H
GRANADA	CHURRIANA DE LA VEGA     	CALLE SAN RAMON, 11	I	15/12/2016 15:41	1.138	PETRONET	P	dm	L-D: 07:00-23:00
BARCELONA	SANT BOI DE LLOBREGAT    	CALLE AZUAGA, 2	N	12/12/2016 19:20	1.138	EASY FUEL	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	LLIRIA                   	CALLE UE SECTOR ST-1, 13	D	19/12/2016 18:04	1.138	ATUNOIL	P	dm	L-D: 24H
CANTABRIA	SOBA	BARRIO SAN JUAN DE SOBA (CTRA- COMARCAL RAMALES-VALLE D km 6,4)	I	19/12/2016 12:10	1.139	(SIN RÓTULO)	P	dm	L-V: 07:00-13:00 y 15:00-19:00; S: 07:00-13:00
CANTABRIA	OJEDO                    	CN-621 km 150	N	19/12/2016 13:32	1.139	ESTACION DE SERVICIO LIEBANA S.L	P	dm	L-D: 07:00-22:00
VALENCIA / VALÈNCIA	ALBAL                    	PLAZA CAUDILLO, 24 (CAMINO DE LA FOYA, S/N)	N	20/12/2016 16:30	1.139	E.S.+AGRICOLA+S.C.J.+DE+ALBAL%2C+C.V.	P	dm	L-V: 07:00-21:00; S: 08:00-14:00; D: 08:30-14:00
VALENCIA / VALÈNCIA	OLOCAU                   	CTRA. BETERA-OLOCAU km 8	I	19/12/2016 13:20	1.139	LOW COST   ES J NUÑEZ 	P	dm	L-S: 07:00-20:30; D: 08:00-20:30
BARCELONA	HOSPITALET DE LLOBREGAT (L')	AVENIDA FABREGADA, 55	N	21/12/2016 11:00	1.139	TAMOIL	P	OM	L-D: 24H
GIRONA	GIRONA	PLAZA PZA. SALT S/N -PARKING DIA, 1	N	21/12/2016 16:00	1.139	GALP	P	OM	L-D: 09:00-13:00 y 15:00-18:00
TARRAGONA	SANTA COLOMA DE QUERALT  	CARRETERA C-241 KM. 26	I	19/12/2016 10:31	1.139	QOIL	P	dm	L-D: 07:00-21:00
TARRAGONA	REUS                     	AUTOVIA REUS-SALOU KM. 4,9	D	19/12/2016 11:09	1.139	BENZOIL	P	dm	L: 24H
TARRAGONA	REUS                     	AUTOVIA REUS-SALOU KM. 4,9	I	19/12/2016 11:09	1.139	BENZOIL	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	POBLA DE VALLBONA (LA)   	CON. CASABLANCA S/N (COOPERATIVA AGRÍCOLA)	N	20/12/2016 16:30	1.139	COOPERATIVA AGRICOLA LA POBLA S.C.V.	P	dm	L-D: 06:00-22:00
VALENCIA / VALÈNCIA	LLIRIA                   	CALLE VALENCIA, 	D	20/12/2016 15:36	1.139	EDETAGAS	P	dm	L-D: 24H
ALBACETE	ALBACETE                 	CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N	N	21/12/2016 08:10	1.139	EROSKI	P	dm	L-S: 07:00-23:00; D: 08:00-23:00
MADRID	ARANJUEZ                 	CARRETERA MADRID CADIZ KM. 11	N	21/12/2016 11:47	1.139	SHELL	P	dm	L-D: 07:00-23:00
BURGOS	VILLARCAYO               	C-629 (POLÍGONO LAS MERINDADES) km 62KMS	N	20/12/2016 20:25	1.139	AVIA	P	dm	L: 07:00-22:00
PALENCIA	OSORNO                   	CARRETERA SANTANDER KM. 59	I	21/12/2016 00:00	1.139	E.S. HOSTAL LOS CHOPOS	P	dm	L-D: 06:00-23:00
BURGOS	ARANDA DE DUERO          	CARRETERA LA AGUILERA KM. 0	N	21/12/2016 13:07	1.139	SIMPLY	P	dm	L-D: 06:00-00:00
