Provincia.string()	Municipio.string()	Dirección.string()	Margen.string()	Toma de datos.string()	Precio.double()	Rótulo.string()	Tipo venta.string()	Rem.string()	Horario.string()
ALBACETE	POZOHONDO                	CR CM-313 61,7	I	21/12/2016 00:00	1.269	CAMPSA	P	OM	L-D: 07:00-22:00
GUADALAJARA	GUADALAJARA              	CALLE TOLEDO, 50	I	21/12/2016 06:00	1.269	CEPSA	P	OM	L-D: 24H
CIUDAD REAL	SOLANA (LA)              	CR N-430, 307,3	I	21/12/2016 00:00	1.269	CAMPSA	P	OM	L-D: 06:00-23:00
CIUDAD REAL	PEDRO MUÑOZ              	AVENIDA DE LA CONSTITUCION, 46	N	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 07:00-22:00
GUADALAJARA	MOLINA                   	CARRETERA N-211 KM. 60	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-23:00
GUADALAJARA	MOLINA                   	CARRETERA N-211 KM. 60	I	20/12/2016 00:00	1.269	CEPSA	P	OM	L-X: 09:30-13:30 y 16:30-20:30; J-V: 07:00-23:00; S: 15:00-23:00; D: 07:00-15:00
GUADALAJARA	ALOVERA                  	CR A-2, 45,6	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 24H
CIUDAD REAL	SOLANA (LA)              	CARRETERA L-603 KM. 24,8	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
GUADALAJARA	LEDANCA                  	CR A-2, 95	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
GUADALAJARA	LEDANCA                  	AUTOVIA CR A-2 KM. 95	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
ALBACETE	BONETE                   	AUTOVIA A-31 KM. 126	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
ALBACETE	BONETE                   	CR N-430, 566,3	I	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 06:00-23:00
CIUDAD REAL	CORRAL DE CALATRAVA      	CARRETERA N-420 KM. 180	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
CUENCA	SAN LORENZO DE LA PARRILLA 	CARRETERA N-420 KM. 394,90	I	19/12/2016 13:20	1.269	REPSOL	P	dm	L-D: 06:00-22:00
CIUDAD REAL	PUERTOLLANO              	CARRETERA CR-503 KM. 3,2	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
GUADALAJARA	CABANILLAS DEL CAMPO     	AUTOVIA A2 KM. 49,68	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-S: 06:00-22:00; D: 07:00-22:00
GUADALAJARA	SAUCA                    	AUTOPISTA A-2 KM. 125	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
CIUDAD REAL	PUERTOLLANO              	CR N-420, 160	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 24H
GUADALAJARA	GUADALAJARA              	CL JULIAN BESTEIRO ,25	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 24H
TOLEDO	SEVILLEJA DE LA JARA     	CRTA.N 502 PK 174	I	20/12/2016 07:00	1.269	AVIA	P	dm	L-D: 07:00-22:00
TOLEDO	PANTOJA                  	L-14   OCAÑA-PTE. PEDRERA km 39,5	D	21/12/2016 00:00	1.269	REPSOL	P	dm	L: 06:00-22:00
TOLEDO	ILLESCAS                 	CR A-42, 32,8	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 24H
TOLEDO	PUEBLA DE MONTALBAN (LA) 	CALLE SANTA LUCIA, S/N	D	21/12/2016 12:33	1.269	CEPSA	P	dm	L-D: 06:00-22:00
TOLEDO	TOLEDO                   	N-403 km 7,4	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-22:00
TOLEDO	ALAMEDA DE LA SAGRA      	AVENIDA CASTILLA LA MANCHA, 8	I	20/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-23:30
TOLEDO	ILLESCAS                 	AVENIDA CASTILLA LA MANCHA, 79	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-V: 07:00-22:00; S-D: 08:00-15:00
TOLEDO	CONSUEGRA                	CARRETERA CM-400 KM. 61	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
TOLEDO	TALAVERA DE LA REINA     	CL CALERA, 100	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
TOLEDO	CALERA Y CHOZAS          	AVENIDA BENITO ALCALDE SÁNCHEZ, 104	D	21/12/2016 01:12	1.269	CEPSA	P	dm	L-D: 07:00-22:00
TOLEDO	CONSUEGRA                	CARRETERA CM-400 KM. 63,4	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
TOLEDO	ESQUIVIAS                	CL PASEO GALATEA, 35 (TO-423 km 10,9)	I	16/12/2016 00:00	1.269	REPSOL	P	dm	L-D: 06:00-22:00
TOLEDO	PUERTO REY               	CARRETERA N-502 KM. 189	I	21/12/2016 09:02	1.269	E.S PADDOCK DEL GUADIANA	P	dm	L: 07:00-22:00
TOLEDO	QUINTANAR DE LA ORDEN    	CR N-301, 122	I	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 06:00-23:00
TOLEDO	MADRIDEJOS               	AUTOVIA ANTIGUA N-IV KM. 117,6	D	21/12/2016 00:00	1.269	CEPSA . LOHANA	P	dm	L-D: 06:00-22:30
TOLEDO	ALCOLEA DE TAJO          	CR TO-40, 33	I	21/12/2016 11:03	1.269	REPSOL	P	dm	L-D: 06:00-23:00
TOLEDO	ESCALONA                 	CARRETERA N-403 KM. 51,2	D	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-23:00
TOLEDO	TORRIJOS                 	AVENIDA TOLEDO, 1	D	19/12/2016 23:00	1.269	CEPSA	P	dm	L-V: 08:00-21:00
TOLEDO	TORRIJOS                 	AVENIDA TOLEDO, 2	I	19/12/2016 23:00	1.269	CEPSA	P	dm	L-D: 24H
TOLEDO	YUNCOS                   	CALLE CARLOS I, 8	D	21/12/2016 00:00	1.269	REPSOL	P	dm	L-D: 24H
TOLEDO	TEMBLEQUE                	Autovía N-IV km 99,500	N	21/12/2016 15:00	1.269	GALP	P	OM	L-D: 24H
GRANADA	HUETOR-TAJAR             	AUTOVIA A 92 KM. 200,2	D	21/12/2016 15:00	1.269	GALP	P	OM	L-D: 24H
ALMERÍA	ROQUETAS DE MAR          	AVENIDA ALICUN, 62	D	21/12/2016 14:00	1.269	CEPSA	P	dm	L-D: 24H
ALMERÍA	ROQUETAS DE MAR          	AVENIDA DE ALICUN, 23 (A-391 km 0,5)	I	21/12/2016 15:00	1.269	CEPSA	P	dm	L-D: 07:00-23:00
ALMERÍA	VICAR                    	BULEVAR BULEVAR CIUDAD DE VICAR, 300	N	21/12/2016 11:01	1.269	NESTOR	P	dm	L-D: 24H
ALMERÍA	AGUADULCE                	AVENIDA CALOS III, 82	D	19/12/2016 10:05	1.269	CEPSA	P	dm	L-D: 24H
ALMERÍA	ORIA                     	AVENIDA ANDALUCIA, 62	I	15/12/2016 10:33	1.269	CEPSA	P	dm	L-D: 06:00-00:00
JAÉN	ALCALA LA REAL           	CALLE ALAMOS, 18	D	16/12/2016 23:36	1.269	REPSOL	P	dm	L-D: 08:00-22:00
HUELVA	MINAS DE RIOTINTO        	CARRETERA HU-421 KM. 4,4	I	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
CÁDIZ	CHICLANA DE LA FRONTERA  	CARRETERA BARROSA-CHICLANA DE LA FRONTERA-SANCTI PETRI KM. 2,5	D	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-23:00
CÁDIZ	CHICLANA DE LA FRONTERA  	ALAMEDA SOLANO, 18 (N-340A km 5,1)	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-23:00
CÁDIZ	ALCALA DE LOS GAZULES    	AUTOVIA AUTOVIA JEREZ-LOS BARRIOS KM. 45	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 24H
CÁDIZ	SAN ROQUE                	C-3331 km 88	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-23:00
CÁDIZ	SAN ROQUE                	N-351 km 2	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:30-22:30
CÁDIZ	LINEA LA CONCEPCION (LA) 	POLIGONO ZABAL BAJO, 6,3	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 24H
CÁDIZ	BARBATE                  	PLAZA REYES CATOLICOS, 3	I	21/12/2016 06:00	1.269	CEPSA	P	OM	L-D: 07:00-23:00
CÁDIZ	VEJER DE LA FRONTERA     	CARRETERA N-340 KM. 36,600	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-22:00
CÁDIZ	BARRIOS (LOS)            	CARRETERA N-340 KM. 110,8	D	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
CÁDIZ	BARRIOS (LOS)            	CARRETERA N-340 KM. 110,8	I	21/12/2016 06:00	1.269	CEPSA	P	OM	L-D: 24H
CÁDIZ	ROTA                     	AVENIDA MARIA AUXILIADORA, 35	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-00:00
CÁDIZ	MEDINA-SIDONIA           	PLAZA DEL PUNTO, 000	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-22:00
HUELVA	ROCIANA DEL CONDADO      	CARRETERA HU-614 KM. 8,6	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
CÁDIZ	GRAZALEMA                	CARRETERA C-344 KM. 53	I	21/12/2016 02:37	1.269	CEPSA	P	dm	L-D: 24H
ALMERÍA	VICAR                    	DISEMINADO COSARIO NORTE, 1222	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L: 06:30-22:00
CÁDIZ	CHICLANA DE LA FRONTERA  	PG TORNO II, PARC. 7,8.9 - AVDA. DE LOS DESCUBRIMIENTOS, SN	N	20/12/2016 11:24	1.269	BP	P	dm	L-D: 7:00-23:00
HUELVA	HUELVA                   	CL AVDA. DE ANDALUCIA S.N.	D	20/12/2016 11:24	1.269	CEPSA	P	dm	L-D: 24H
CÓRDOBA	CORDOBA                  	CALLE ARTESANOS, 8	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 24H
ALMERÍA	EJIDO (EL)               	CTRA. DE MALAGA  Nº 74	N	17/12/2016 10:50	1.269	REPSOL LA COSTA	P	dm	L-D: 24H
GRANADA	IZNALLOZ                 	CARRETERA A-308 KM. 1	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 24H
GRANADA	IZNALLOZ                 	C-336 km 1	I	21/12/2016 00:00	1.269	CAMPSA	P	OM	L-D: 06:00-00:00
CÓRDOBA	VILLA DEL RIO            	POLIGONO ANTIGUA N-4 TR.ORIENTAL, 16, 16	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
CÁDIZ	CONIL DE LA FRONTERA     	CALLE GONZALO SANCHEZ FUENTES, 2	N	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
CÓRDOBA	MONTEMAYOR               	CARRETERA N-331 KM. 38	I	13/12/2016 13:50	1.269	REPSOL	P	dm	L: 05:00-23:00
JAÉN	JAEN                     	CALLE CARRETERA DE CORDOBA, S/N	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 24H
CÁDIZ	PUERTO DE SANTA MARIA (EL) 	CR N-IV, KM.  649.8	I	17/12/2016 00:00	1.269	BP PUERTO STA. MARIA	P	dm	L-D: 24H
ALMERÍA	EJIDO (EL)               	AVENIDA OASIS, 260	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L: 06:00-23:00
ALMERÍA	ADRA                     	CARRETERA N-340 KM. 389,6	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
ALMERÍA	ROQUETAS DE MAR          	CTRA. ALICUN KM 5.05 (A-391 km 3,8)	D	21/12/2016 14:30	1.269	REPSOL	P	dm	L-D: 06:00-23:00
ALMERÍA	ROQUETAS DE MAR          	CARRETERA ALICUN KM. 5,05	I	21/12/2016 14:30	1.269	REPSOL	P	dm	L-D: 07:00-23:00
BADAJOZ	BADAJOZ                  	CARRETERA N-V (MADRID-LISBOA) KM. 409,820	D	20/12/2016 10:51	1.269	VALCARCE	P	dm	L-D: 24H
BADAJOZ	PUEBLA DE SANCHO PEREZ   	CALLE RIO BODION, 64	I	20/12/2016 09:30	1.269	CEPSA	P	dm	L-D: 07:00-22:00
BADAJOZ	PUEBLA DE ALCOLLARIN     	CARRETERA EXT-354 KM. 9,040	D	21/12/2016 00:00	1.269	REP	P	dm	L-S: 06:00-21:00; D: 07:00-21:00
CÁCERES	AHIGAL                   	CARRETERA CCL KM. 1	I	20/12/2016 00:00	1.269	CAMPSA	P	dm	L: 07:00-22:00
BADAJOZ	VILLANUEVA DE LA SERENA  	CARRETERA GUADALUPE KM. 5	D	21/12/2016 00:01	1.269	CAMPSA	P	dm	L-D: 06:00-21:00
CÁCERES	DELEITOSA                	AUTOVIA MADRID -PORTUGAL KM. 219	D	20/12/2016 08:44	1.269	REPSOL	P	dm	L-D: 24H
CÁCERES	VALDESALOR               	AUTOVIA A-66 KM. 564	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-23:00
CÁCERES	ZARZA DE GRANADILLA      	CARRETERA 513 KM. 96,8	I	20/12/2016 00:00	1.269	CAMPSA	P	dm	L: 07:00-22:00
BADAJOZ	VIVARES                  	AUTOVIA EX-A2 DE MIAJADAS A DON BENITO/VILLANUEVA KM. 6,160	D	21/12/2016 00:00	1.269	CAMPSA	P	OM	L-S: 07:00-22:00
BADAJOZ	MERIDA                   	AVDA. EXTREMADURA, 15	N	20/12/2016 19:42	1.269	CEPSA	P	dm	L-S: 07:00-21:30; D: 09:00-14:30
BADAJOZ	CAMPILLO DE LLERENA      	CR BA-4026 0,2	D	21/12/2016 00:00	1.269	CAMPSA	P	OM	L-S: 08:00-14:00 y 16:00-21:00; D: 08:00-13:00
BADAJOZ	JEREZ DE LOS CABALLEROS  	CTRA.  BADAJOZ-HUELVA, KM 71.700 (N-435 km 71,5)	D	20/12/2016 08:23	1.269	PETRONOR	P	dm	L-D: 07:00-23:00
CÁCERES	ALDEANUEVA DEL CAMINO    	CR N-630, 435,8	D	20/12/2016 00:00	1.269	REPSOL	P	dm	L: 07:00-11:00
BADAJOZ	CABEZA DEL BUEY          	AVENIDA NUESTRA SEÑORA DE BELEN, S/N	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L: 06:00-22:00; D: 06:00-22:00
BADAJOZ	MERIDA                   	CARRETERA N-630 KM. 618,3	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
CÁCERES	PLASENCIA                	CARRETERA N-110 KM. 403,200	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
BADAJOZ	VALDIVIA                 	CARRETERA N-430 KM. 120,0	D	20/12/2016 10:50	1.269	CEPSA	P	dm	L-D: 24H
SEVILLA	ECIJA                    	AUTOVIA A-4 KM. 450	D	19/12/2016 18:47	1.269	CEPSA	P	dm	L-D: 24H
HUELVA	THARSIS                  	CARRETERA A-495 KM. 32,50	D	15/12/2016 11:53	1.269	GALP	P	dm	L-D: 07:00-22:00
HUELVA	PALMA DEL CONDADO (LA)   	CALLE ALMONTE, 8	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
JAÉN	MENGIBAR                 	N-323A (BAILÉN-MOTRIL) km 14,4	D	19/12/2016 23:59	1.269	ARENAS CAMACHO, S.L.	P	dm	L-D: 06:00-22:00
SEVILLA	CAMPANA (LA)             	AUTOVIA A-4 KM. 482,100	D	19/12/2016 13:26	1.269	CEPSA	P	dm	L-D: 24H
SEVILLA	CAZALLA DE LA SIERRA     	A-432 km 45,5	D	20/12/2016 06:30	1.269	CEPSA	P	dm	L-D: 24H
GRANADA	CULLAR                   	AUTOVIA A-92 KM. 377	I	21/12/2016 14:00	1.269	SHELL	P	OM	L-D: 24H
HUELVA	NIEBLA                   	CARRETERA A472 KM. 60,750	I	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
SEVILLA	SEVILLA                  	N IV MADRID-CÁDIZ km 531,5	I	21/12/2016 11:36	1.269	BP	P	dm	L: 06:00-00:00; M-V: 06:00-23:00; S-D: 07:00-23:00
SEVILLA	MOLARES (LOS)            	CARRETERA SE-429 KM. 0,8	N	21/12/2016 15:58	1.269	MEROIL	P	dm	L-D: 06:00-21:00
GRANADA	SANTA FE                 	AV PALOS DE LA FRONTERA (ROTONDA) (AVD.PALOS DE LA FRONTERA km S/N)	N	20/12/2016 14:09	1.269	BP OIL	P	dm	L-D: 24H
GRANADA	MOREDA                   	CARRETERA A-401 KM. 77,500	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 08:00-22:00
GRANADA	ATARFE                   	CARRETERA N-432 KM. 429	D	20/12/2016 06:00	1.269	CEPSA	P	dm	L: 06:00-22:00
GRANADA	ATARFE                   	CARRETERA N-432 KM. 429	I	20/12/2016 06:00	1.269	CEPSA	P	dm	L-D: 06:00-22:00
HUELVA	HUELVA                   	CARRETERA H-101 KM. 0,280	D	20/12/2016 06:00	1.269	CEPSA	P	dm	L: 6:00-22:00
HUELVA	SAN JUAN DEL PUERTO      	CARRETERA A472 KM. 70,5	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
CÓRDOBA	MAJANEQUE                	CARRETERA N-437 KM. 8,100	I	20/12/2016 00:00	1.269	REPSOL	P	dm	L-D: 24H
CÓRDOBA	CORDOBA                  	CARRETERA A TRASSIERRA KM. 0	I	19/12/2016 10:14	1.269	Q8	P	dm	L-D: 07:00-22:00
CÓRDOBA	CORDOBA                  	AVENIDA BRILLANTE (DEL), 4	D	20/12/2016 00:00	1.269	CEPSA	P	OM	L-V: 07:00-23:00; S-D: 24H
CÓRDOBA	CORDOBA                  	PLAZA DE COLON, S,N	I	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-23:00
CÓRDOBA	CORDOBA                  	N-IVA km 405	D	21/12/2016 06:00	1.269	CEPSA	P	OM	L-D: 24H
CÓRDOBA	NUEVA CARTEYA            	AVENIDA ANDALUCIA, S/N	I	15/12/2016 10:07	1.269	CEPSA	P	dm	L-D: 07:00-22:00
CÓRDOBA	CORDOBA                  	AVENIDA CARLOS III, 53	I	20/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
CÓRDOBA	ESPEJO                   	CALLE REGIONES DEVASTADAS, S/N	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-21:00
JAÉN	HUELMA                   	CARRETERA CORDOBA ALMERIA KM. 158	D	16/12/2016 16:44	1.269	E.S. SAN CRISTOBAL	P	dm	L-D: 07:00-23:00
CÓRDOBA	CORDOBA                  	CARRETERA N-432 KM. 269,2	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 24H
GRANADA	MONTEFRIO                	CARRETERA ALCALA KM. 1	D	19/12/2016 22:18	1.269	REPSOL	P	dm	L-S: 06:00-22:00; D: 08:00-22:00
ALMERÍA	TIJOLA                   	AVENIDA AVD.  JOSE ANTONIO, 18	D	21/12/2016 00:00	1.269	REPSOL	P	dm	L-D: 06:00-22:00
JAÉN	JAEN                     	CARRETERA N-321 KM. 60,3	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
JAÉN	JAEN                     	AV MADRID S/N	D	21/12/2016 10:02	1.269	BP QUESADA	P	dm	L-D: 24H
CÁDIZ	ALCALA DE LOS GAZULES    	AVENIDA PUERTO DE LEVANTE, S/N	N	21/12/2016 09:34	1.269	BP	P	dm	L-D: 07:00-22:00
GRANADA	HUESCAR                  	CARRETERA PUEBLA DON FADRIQUE S/N KM. 1	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 7:00-22:00
GRANADA	DURCAL                   	AVENIDA DEL SUR, S/N	N	15/12/2016 10:42	1.269	BP DÚRCAL	P	dm	L-D: 06:00-23:00
HUELVA	CARTAYA                  	N-431 km 104	D	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 07:00-23:00
HUELVA	PALOS DE LA FRONTERA     	POLIGONO INDUSTRIAL PUERTO EXTERIOR DE HUELVA, S/N	N	20/12/2016 09:32	1.269	CEPSA	P	dm	L-V: 07:00-21:30
HUELVA	TRIGUEROS                	AUTOVIA A-49 KM. 71,5	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 24H
JAÉN	CAROLINA (LA)            	AUTOVIA N-4 KM. 264,6	D	21/12/2016 15:00	1.269	GALP	P	OM	L-D: 07:00-23:00
JAÉN	IRUELA (LA)              	AUTOVIA A-319 KM. 21,5	I	19/12/2016 22:16	1.269	CEPSA	P	dm	L-D: 06:30-22:30
JAÉN	ALCAUDETE                	AVENIDA DE ANDALUCIA, 45	D	19/12/2016 06:00	1.269	SHELL	P	dm	L-D: 06:00-22:00
JAÉN	BELMEZ DE LA MORALEDA    	CARRETERA A401 KM. 89	D	19/12/2016 11:42	1.269	CEPSA	P	dm	L-D: 07:00-23:00
JAÉN	JAEN                     	CARRERA N323A, 32	D	14/12/2016 11:53	1.269	CEPSA	P	dm	L-V: 07:00-22:00; S: 08:00-21:00; D: 08:00-20:00
JAÉN	JAEN                     	RONDA DE LOS OLVARES, 71	N	21/12/2016 06:00	1.269	BP QUESADA ELICHE	P	dm	L-S: 06:00-22:00; D: 07:00-15:00
CÓRDOBA	PUENTE GENIL             	CALLE CUESTA DEL MOLINO, S/N	D	14/12/2016 11:34	1.269	CEPSA	P	dm	L-D: 06:00-22:00
CÓRDOBA	LUCENA                   	CL RONDA SAN FRANCISCO, S.N.	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
CÁDIZ	CONIL DE LA FRONTERA     	CALLE CARRETERA, 37	I	21/12/2016 00:00	1.269	REPSOL	P	dm	L: 06:00-23:00
JAÉN	MARTOS                   	CARRETERA N321 KM. 80,500	D	17/12/2016 08:55	1.269	REPSOL	P	dm	L-D: 06:00-22:30
CÓRDOBA	ALCOLEA                  	CARRETERA MADRID NACIONAL IV(ALCOLE KM. 387,5	D	21/12/2016 11:19	1.269	BP	P	dm	L-D: 06:00-22:00
GRANADA	GUADIX                   	AVENIDA MARIANA PINEDA, 34	N	21/12/2016 00:00	1.269	SIERRA NEVADA	P	OM	L-D: 24H
CÁDIZ	PUERTO REAL              	CARRETERA N 4 KM. 668,6	I	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
ALMERÍA	VICAR                    	BULEVAR CIUDAD DE VICAR, 659	N	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:30-22:30
ALMERÍA	BENAHADUX                	CARRETERA A. 92A KM. 391	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 24H
ALMERÍA	BENAHADUX                	CARRERA A-92 KM.391, 40	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 24H
ALMERÍA	HUERCAL DE ALMERIA       	CARRETERA N-340 KM. 446	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
ALMERÍA	HUERCAL-OVERA	CR N-340, 547	D	19/12/2016 13:57	1.269	REPSOL	P	dm	L-D: 24H
ALMERÍA	EJIDO (EL)               	CARRETERA ALMERIMAR KM. S/N	N	21/12/2016 01:22	1.269	CEPSA ALMERIMAR	P	dm	L-D: 24H
CÓRDOBA	CARPIO (EL)              	CR N-4, 372	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-S: 06:00-22:00; D: 07:00-14:00
CÁDIZ	CONIL DE LA FRONTERA     	CARRETERA CADIZ-MALAGA KM. 16,700	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 06:00-00:00
ALMERÍA	PULPI                    	CR AL-610, 2,2	I	20/12/2016 23:48	1.269	PETRONOR	P	dm	L: 07:00-23:00
CÁDIZ	BARCA DE LA FLORIDA (LA) 	CARRETERA DE CORTES KM. 18	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-V: 07:00-22:00; S-D: 08:00-22:00
CÓRDOBA	OBEJO                    	CARRETERA N-432 KM. 252	D	17/12/2016 07:00	1.269	CAMPSA	P	dm	L-J: 07:30-14:00 y 15:00-19:30; V: 07:30-15:00 y 16:00-19:30; S: 09:00-14:00
GRANADA	GUADAHORTUNA             	CR N-324, 175,3	D	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
HUELVA	SANTA OLALLA DEL CALA    	CALLE MARINA ESPAÑOLA, 70	D	20/12/2016 00:00	1.269	REPSOL	P	dm	L-D: 06:00-00:00
HUELVA	NIEBLA                   	POLIGONO LOS BERMEJALES, 8	D	19/12/2016 11:00	1.269	REPSOL	P	dm	L-D: 07:00-23:00
CÓRDOBA	LUCENA                   	CARRETERA LA VIÑUELA KM. 2	D	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 06:00-22:00
GRANADA	SANTA FE                 	CALLE BUENAVISTA, S/N	N	21/12/2016 11:31	1.269	BP	P	dm	L-D: 06:00-23:00
HUELVA	BOLLULLOS PAR DEL CONDADO	AVENIDA 28 DE FEBRERO, 167	D	19/12/2016 20:07	1.269	CEPSA	P	dm	L-D: 07:00-22:00
JAÉN	LINARES                  	CARRETERA DE POZO ANCHO S/N	N	19/12/2016 12:01	1.269	BP OIL ESPAÑA E.S.SAN GONZALO	P	dm	L-D: 24H
JAÉN	ANDUJAR                  	CAMINO DEL CEMENTERIO km 5	N	19/12/2016 13:10	1.269	E.S. ILITURGI	P	dm	L-D: 06:00-22:00
SEVILLA	ALCALA DE GUADAIRA       	ORELLANA, S/N (SE-410 km 3)	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 06:00-22:00
SEVILLA	SEVILLA                  	POLIGONO POLIGONO INDUSTRIAL CALONGE, SN	N	20/12/2016 09:55	1.269	GALP	P	dm	L-D: 24H
MÁLAGA	CASARES                  	CARRETERA A-2102 KM. 10,100	I	21/12/2016 00:00	1.269	REPSOL	P	OM	L-D: 07:00-23:00
SEVILLA	SEVILLA                  	CARRETERA N-IV KM. 535,7	N	21/12/2016 11:36	1.269	BP OIL	P	dm	L-D: 24H
MÁLAGA	VALLE DE ABDALAJIS       	CR A-343, 28	I	20/12/2016 00:00	1.269	REPSOL	P	dm	L: 07:00-22:00
SEVILLA	SAN JUAN DE AZNALFARACHE 	CR SE-640, 0,7	I	21/12/2016 10:00	1.269	REPSOL	P	OM	L-D: 24H
SEVILLA	CARMONA                  	AUTOVIA A-4 KM. 497	D	21/12/2016 01:31	1.269	AGLA	P	dm	L-D: 24H
SEVILLA	DOS HERMANAS             	CR N-IV KM.  560.75	N	21/12/2016 14:00	1.269	SHELL	P	OM	L-D: 24H
SEVILLA	ALCALA DE GUADAIRA       	CARRETERA A-8028 KM. 3	D	20/12/2016 23:01	1.269	REPSOL	P	dm	L-V: 06:00-23:00; S: 06:00-22:00; D: 06:00-22:00
SEVILLA	ALCALA DE GUADAIRA       	CARRETERA A-8028 KM. 3	I	20/12/2016 23:01	1.269	REPSOL	P	dm	L-V: 06:00-23:00; S-D: 06:00-22:00
SEVILLA	ALCALA DE GUADAIRA       	CARRETERA N-IV KM. 162,8	I	21/12/2016 00:00	1.269	CEPSA	P	OM	L-D: 24H
